Hired in Q1 2023?,Company Name,Location City,Location State,Description,Website,Industry,Company Size
,Sovrn Holdings Inc.,Boulder,Colorado,"Sovrn provides products and services to tens of thousands of online publishers that help them grow, operate their business, understand their readership, and manage consumer data. Sovrn is headquartered in Boulder, Colorado with offices in San Francisco, New York, and London.",http://www.sovrn.com,Marketing/Advertising,100-500
,Spaceflight Industries,Seattle,Washington,"Dedicated to improving our planet and society from the high vantage point of space, Spaceflight Industries’ distinct approach removes the complexities and high cost that once prohibited the majority of organizations from getting to space and observing our planet. Through its brands Spaceflight and BlackSky, the company enables timely and affordable access to space as well as capabilities to look at our planet in real time, in every spectrum. This combination of innovative satellite infrastructure, rideshare launch offerings, global communications networks, and a near real-time geospatial imaging platform provide the insights that transform how we view ourselves and the planet we live on. Founded in 1999, the Seattle-based company has a well-earned track record of success on a global scale.",http://spaceflightindustries.com,Aviation/Aerospace,1-100
,Spatial Business Systems,Lakewood,Colorado,"Founded in 2002, SBS provides software and service solutions that help their clients leverage the power of location-based data from CAD, GIS and other information systems. The company has helped over 100 utility, telecommunications and government entities streamline their business processes and reduce costs through their innovative offerings. With offices in Denver, Colorado and Melbourne, Australia, SBS provides expert-level consulting skills and extensive experience in working with the unique aspects of geospatial information.",http://www.spatialbiz.com,Information Technology,1-100
,SpeakWrite,Austin,Texas,"At SpeakWrite, our mission is to introduce the world to a new and better way to create documents – and to give our clients more time. SpeakWrite is an infinitely scalable, human-powered transcription service that helps companies, institutions, organizations and individuals discover remarkable increases in productivity. 
We specialize in areas where thorough, accurate and timely documentation impacts people in a significant way – like in legal, law enforcement, protective services and government agencies. Since 1997, SpeakWrite has given back millions of hours to clients so they can accomplish more.",http://www.speakwrite.com/,LegalTech,1-100
,Speed Boostr,Remote,Remote,"Speed Boostr is Shopify optimization and development agency.

We optimize Shopify sites for speed, build apps and custom features, and have a range of experience in the Shopify eco system.

If you have an idea, we can make it a reality.",https://speedboostr.com,Computer Software,1-100
,Spire Digital,Denver,Colorado,"Spire Digital is a Denver-based digital product development firm that transforms business through design and technology. For over 20 years, we've provided strategic consulting, user experience design, custom software development, DevOps, digital marketing, and staff augmentation to the world's top companies. Whether web, mobile, IoT, wearables, AR/VR, AI, or blockchain, Spire helps startups and enterprises succeed at the art of innovation.
",https://www.spiredigital.com/,Information Technology,1-100
,Splunk,San Francisco,California,"Splunk is the world’s first Data-to-Everything Platform. Now organizations no longer need to worry about where their data is coming from, and they are free to focus on the business outcomes that data can deliver. Innovators in IT, Security, IoT and business operations can now get a complete view of their business in real time, turn data into business outcomes, and embrace technologies that prepare them for a data-driven future.
",http://www.splunk.com,Computer Software,2000+
,Yes,Minneapolis,Minnesota,"Each day, millions of parents, volunteers, coaches, officials, administrators and directors spend their time teaching valuable life lessons to, and putting smiles on the faces of young athletes through Sport. It is our mission to make their lives better, by creating a powerful platform and suite of applications to remove the administrative burdens placed on them, getting them back to their passion; spending time with young athletes. 

SportsEngine, Inc., an NBC Sports Group company, is the leading provider of Sport Relationship Management software used by more than one million clubs, associations, leagues, governing bodies, and tournaments to run their websites, tournaments, leagues, player registration, background checks and mobile applications. SportsEngine clientele represent dozens of sports, including, soccer, football, lacrosse, basketball, hockey, rugby, softball, baseball, wrestling and volleyball, and now include USA Hockey, USA Wrestling, USA Swimming, PGA, US Club Soccer, US Figure Skating and USA Rugby.",https://www.sportsengine.com/corp/,eSports/Sports,500-2000
,Spruce Labs,Denver,Colorado,Revolutionizing guest experience and giving physical retail the edge again.,https://sprucelabsleads.com/,Retail,1-100
,"SRAM, LLC",Chicago,Illinois,"We design and manufacture bicycle components, including shifters, derailleurs, brakes, chains, suspension, power meters, and other cycling parts. Our components are used by bicycle manufacturers and sold in the aftermarket to distributors or directly to high-end US bicycle retailers.",http://www.sram.com/,eSports/Sports,500-2000
,Stack Sports,Denver,Colorado,"A comprehensive suite of technology services for associations, leagues, clubs, teams, and tournaments.",https://stacksports.com/,eSports/Sports,100-500
,Stackhawk Inc.,Denver,Colorado,Computer Software Company,http://www.stackhawk.com/,Computer Software,1-100
,Standard.tv,"New York, NY; Denver, CO","Colorado, New York","From educational YouTube shows to music videos to podcasts, our shows are made by some of the smartest, most creative people online. Clever, funny, entertaining, and above all, engaging, reaching a worldwide audience of over 30 million.",https://standard.tv/,Music/Entertainment,1-100
,Starbucks Coffee Company,Seattle,Washington,"By bringing people together over coffee, Starbucks has become one of the world’s best-known and best-loved companies. We purchase, roast and serve award-winning coffee. We also offer Italian-style espresso beverages, cold blended beverages, delicious food, premium teas and selected compact discs through our retail stores. Working at Starbucks is a lot like working with your friends. When you work here, you’re not an “employee” – we call ourselves “partners” because we believe in shared common goals and mutual success. We’re dedicated to serving ethically sourced coffee, caring for the environment and giving back to the communities where we do business.
",http://www.starbucks.com/careers,Retail,2000+
,Start9,Denver,Colorado,"EmbassyOS - a graphical operating system for running self-hosted software. Sovereign computing. Anyone can do it, no one can stop it.",https://start9.com,Computer Software,1-100
,Stitch Fix,"San Francisco, CA; Remote",California,Stitch Fix is an online personal styling service,https://www.stitchfix.com/,Apparel/Fashion,2000+
,Stitchflow,San Francisco,California,"Stitchflow helps Workplace IT teams proactively stay ahead of IT issues. Stitchflow is the first solution to bring all the data and actions spread across IT tools including identity providers, device management, ticketing, productivity suites, and HR systems into one place. Teams can build proactive dashboards to monitor all aspects of Workplace IT, for improved service delivery and fewer incidents.",https://stitchflow.io,Computer Software,1-100
,Storable,Austin,Texas,"Storable is the leading technology provider for the $38 billion self-storage industry. We create technology products that empower self storage facility owners and operators to do more. How? By giving them the tools they need to maximize their business growth and manage their day-to-day tasks seamlessly. Our talented team builds facility management software, websites and marketing tools, search aggregators, tenant insurance tools, and payment processing services all centered around self storage. And we’re pretty damn good at it, too - our team has won more awards than any other self-storage company. Over 25,000 storage facilities across the globe use our technology - from large scale operations to small ""mom and pop""​ shops.

Beyond what we do, we're a diverse crew of professionals from all walks of life - you’ll find stand-up comedians, veterans, bodybuilders, film directors, anglers, bird watchers, home brewers, orchestral musicians and more in our mix - and we’re all united on a mission to create stellar technology products that help our hardworking customers run their businesses better than they ever thought possible.",http://www.storable.com,Consultancy,100-500
,Stream,Boulder,Colorado,"Build scalable feeds, activity streams & chat. Stream’s simple, powerful APIs are used by some of the largest and most popular apps for feeds and chat.",https://getstream.io/,Internet,100-500
,Streamdal,Portland,Oregon,"Streamdal empowers data, platform, and SRE teams to semantically monitor, detect, and resolve real-time data anomalies through Streaming Data Performance Monitoring (SDPM), a new category of APM.",https://streamdal.com/,Computer Software,1-100
,Stryd,Boulder,Colorado,"Stryd is the sports technology brand bringing power-based training to everyone. Power is the most fundamental measure of training intensity, technique, and nutrition. It revolutionized cycling. 

Now Stryd's technology measures the power of the human body. This will open the door to every athlete, starting with the world's 200-million runners and triathletes.",https://www.stryd.com/,eSports/Sports,1-100
,StudioHop Fitness,Dallas,Texas,"Hopping around to all our favorite studios has made exercising something fun and challenging that actually yields results, and we hope it does the same for you!",https://www.studiohopfitness.com/,Fitness,1-100
,Suited Connector,Englewood,Colorado,"Suited Connector is a one-of-a-kind data solutions and marketing technology (MarTech) platform that fuels new customer growth and extends customer retention at scale across all consumer verticals including yet not limited to financial services, home services, and insurance.

We provide easy-to-access information to consumers designed to help them make the best possible financial decisions for their situation.

Suited Connector thrives to improve consumer experiences and establish long-term, happy partnerships.",https://suitedconnector.com/,Marketing/Advertising,100-500
,SumUp,"Boulder, CO; London, England","Colorado, England","SumUp is the leading financial technology company that is set to become the first ever global card acceptance brand. The company enables businesses to accept card payments in-store, in-app and online in a simple, secure and cost-effective way.

SumUp is the only company to offer an end-to-end EMV card acceptance solution built on proprietary hardware and mobile apps with a full suite of SDKs and APIs for third parties to integrate card payments into their mobile apps. The SumUp product suite also provides each business with a Virtual Terminal and SumUp’s state-of-the-art SMS (text message) payment application.",https://sumup.com/,FinTech/Finance,500-2000
,SunFire,Remote,Remote,"SunFire is a profitable, well-capitalized software and services company providing transformative and proven technology solutions for the Medicare Insurance market. As the 65 and older demographic grows, the opportunities within this $700 billion+ marketplace continue to drive significant growth for SunFire. With an aggressive product roadmap ahead of us, we are always developing new and innovative solutions to improve and enhance our capabilities.

We know Medicare is complicated! Our quoting, enrollment, and retention software is purpose-built, user-friendly, and streamlined for licensed agents to significantly improve efficiencies and generate incremental revenue. SunFire takes all the complexity out of the Agent and Beneficiary experience, ensuring the Beneficiary is placed in the plan best suited for their medical and financial needs. 
",http://www.sunfireinc.com,Consultancy,1-100
,Tack Mobile,Denver,Colorado,"We design and build software for mobile and connected devices. We believe building great products requires a high level of both design and development expertise, and we're proud of what each team is able to accomplish together.",http://tackmobile.com/,Computer Software,1-100
,Tackle,Remote,Remote,"Tackle is dedicated to helping software companies generate revenue through Cloud Marketplaces, specifically: AWS Marketplace, Azure Marketplace, GCP Marketplace, and Red Hat Marketplace. Tackle’s Cloud Marketplace Platform drastically reduces your time to list and sell products on the Marketplaces, while providing granular transaction reporting, with zero engineering resources required. We enable your Sales, Business Development, Operations, and Finance teams to easily interface with the Cloud Marketplaces and leverage them to drive revenue fast.

Selling via the Cloud Marketplaces means a simplified sales and procurement process, reduced time to product launch, leveraging established relationships and budgets with the Cloud Providers, and access to thousands of new customers per Marketplace.",https://tackle.io,Computer Software,100-500
,Take Three Technologies,Denver,Colorado,Take 3 is a unique blend of technologists and mortgage professionals engineering next generation technology solutions for mortgage lenders to more easily originate and close loans.,https://www.take3tech.com/,Computer Software,1-100
,Takl,Brentwood,Tennessee,"The Takl platform connects customers who need chores completed with background-checked, self-employed Providers who are able to earn money using their skills on their own schedule.",https://www.takl.com/,Internet,1-100
,TalentReef,Denver,Colorado,"TalentReef is the HR Software powering today’s service industry talent revolution. We believe business growth comes through tapping into top talent and nurturing employees as they achieve their career goals. talentReef provides simple, proven HR solutions designed for the service industry’s unique challenges in driving talent acquisition and delivering on the promise of sustained employee engagement. TalentReef also brings deep domain expertise on addressing complicated compliance requirements that accompany an hourly workforce. Innovative recruit-to-retain solutions shouldn’t be reserved for salaried employees – we bring enterprise-grade power to the front lines in today’s war for top talent.",http://www.talentreef.com,Computer Software,100-500
,TapOnIt,Davenport,Iowa,"TapOnIt is a female-founded business that started in 2015 with the goal of building a solution that would help businesses drive traffic and sales. TapOnIt is passionate about connecting brands and consumers to help them reach, engage, and monetize their customers through a text to conversion marketing solution.",http://taponit.com,Marketing/Advertising,1-100
,TaxJar (a Stripe company),Remote,Remote,"Let TaxJar automate your sales tax calculations, reporting, and filings in minutes.",https://www.taxjar.com/,Computer Software,100-500
,Temporal,Bellevue,Washington,Use Workflow as Code™ to build and operate resilient applications using developer friendly primitives. Write business logic - not glue code - and Temporal takes care of the rest.,https://temporal.io/,Computer Software,1-100
,Tendril,Boulder,Colorado,"We are changing the way the world uses energy, and we are accomplishing that together.",https://www.tendrilinc.com/,Computer Software,1-100
,Terakeet,Syracuse,New York,"Terakeet’s SEO really is different. We’re talking category domination, visibility throughout the funnel, and search success for the most competitive terms online. Introducing Terakeet Enterprise SEO, a smarter approach to SEO for global brands.",https://www.terakeet.com/,Marketing/Advertising,100-500
,TermScout,Denver,Colorado,TermScout is a Denver-based legal-tech company that helps businesses review contracts smarter and faster.,http://www.termscout.com,LegalTech,1-100
,Territory Foods,Denver,Colorado,"We’re a platform for the next generation of wellness, focused on the hardest problem -- personalized nutrition. We sell fresh food for Food Tribes (representing 39% of the U.S. population, including whole30, gluten-free, paleo, ketogenic, vegan, and vegetarian).",https://www.territoryfoods.com/,Food Production,1-100
,TextUs,Boulder,Colorado,We’re a group of lifestyle oriented entrepreneurs working to reinvent the way the business world uses text messaging.,https://textus.com/,Computer Software,1-100
,The Academy,Westminster,Colorado,"Mission Statement: The Academy serves our students to develop college ready, exemplary citizens by promoting excellence in academics, character, and relationships.",https://www.theacademyk12.org/,EdTech/Education,100-500
,The Clorox Company,Oakland,California,"Clorox is a global company with leading brands that have become household names: our namesake bleach and cleaning products; Ayudín® and Poett® home care products; Pine-Sol® dilutable cleaner; Fresh Step® cat litter; Kingsford® charcoal; Hidden Valley® and K C Masterpiece® dressings and sauces; Brita® water filtration products; Glad® bags, wraps and containers; and Burt's Bees® natural personal care products. We manufacture products in more than two dozen countries and market them in more than 100 countries. Clorox trades on the New York Stock Exchange under the symbol CLX.",http://www.TheCloroxCompany.com,Sales,2000+
,The Doe,Long Beach,California,"An editorial and blogging platform for select contributors to share personal experiences and opinions anonymously. Our mission is to fundamentally challenge the way people engage with ideas and each other, by providing access to unfiltered and honest perspectives that force us to confront our biases.",https://thedoe.com,Publishing,1-100
,The Dyrt,Portland,Oregon,"The Dyrt is the largest consumer subscription software platform for campers in the US. The Dyrt community has crowdsourced over 1.5 million campground reviews, photos and tips across the US - more than any other camping platform. The Dyrt app is a top ranked app for camping in both iOS and Google Play, and their website is tracking at 20M visits per year. 

The Dyrt is an open community that lets campers search, review and book campgrounds. The Dyrt PRO (a $36 per year upgrade subscription) gives PRO users discounts at nearly 1000 campgrounds, as well as provides enhanced camping search features such as public land map layers, offline access, and road trip planning tools. The Dyrt PRO subscription was launched in 2020 and has experienced rapid growth with a new user signing up for The Dyrt PRO about every 3 minutes. ",https://thedyrt.com/,Travel,1-100
,The FlyFisher Group,Denver,Colorado,"Our mission is to create the future we want; for ourselves, our families, our communities, and our partners. Identify, acquire, position and grow talent and assets so that all may have the opportunity to live a Life Well Played®.",http://www.theflyfishergroup.com/,Venture Capital,1-100
,The Pro's Closet,Boulder,Colorado,"While our business model has evolved over the years, our commitment to our customers, cycling community, industry, and planet continues to motivate us to deliver the best possible retail experience. An experience that provides access to the highest quality, largest, and most diverse selection of pre-owned cycling inventory, all backed by our guarantee.",https://www.theproscloset.com/,Retail,1-100
,The Receptionist,Denver,Colorado,"The Receptionist for iPad is the most versatile, effective and easy-to-use Visitor Management system available!  From offices with just a few employees to others over 3,000, the app is used by hundreds of businesses around the globe.",https://thereceptionist.com/,Computer Software,1-100
,The Regis Company,Golden,Colorado,We prepare organizational leaders to successfully navigate the complexity of today’s business world through leadership development programs that build skills and improve results.,https://www.regiscompany.com/,EdTech/Education,1-100
,The Tiber Group,Denver,Colorado,With over a decade of experience in marketing and media solutions the Tiber Group has worked to provide holistic support to our clients across multiple industries.,https://thetibergroup.com/,Marketing/Advertising,1-100
,ThinkAlpha,Remote,Remote,"Think Alpha develops advanced analytical trading systems that are designed with elegance and delivered with innovation.

We are an ultra-private group of hard core technologists and technology innovators. ",http://thinkalpha.io/,Information Technology,1-100
,ThoughtWorks,"Denver, CO; Chicago, IL; New York, NY; San Francisco, CA; Dallas, TX",Illinois,"We are a software company and a community of passionate, purpose-led individuals. We think disruptively to deliver technology to address our clients' toughest challenges, all while seeking to revolutionize the IT industry and create positive social change.",https://www.thoughtworks.com/,Information Technology,2000+
,ThreeFlow,Remote,Remote,"ThreeFlow is the first Benefits Placement System, a new category of enterprise software that allows brokers and carriers to manage the entire placement process in one shared system. We make it easier for carriers to win business and brokers to empower employers with the details they need to make better benefits decisions. By connecting people, systems, and information, we enable easier communication, a quicker process, and better decisions making busy people more productive.",http://www.threeflow.com,Information Technology,1-100
,ThriveHive,Denver,Colorado,"Marketing Simplified: More than 10,000 businesses rely on our guided marketing solutions to get found & stand out online.",http://ThriveHive.com,Marketing/Advertising,1-100
,TimeSeries,Golden,Colorado,"We apply cutting edge technology like Mendix, Big Data, AI and Blockchain to create intelligent solutions that help you perform better, work faster, and make your business future-proof!",https://www.timeseries.com/,Information Technology,100-500
,Township Agency,Providence,Rhode Island,"We’re a digital product agency. We’re a team of designers and engineers building products we’re proud of. We approach our work the same way we’ve built our agency—with a focus on people and what drives them. Township is a place for questioning, collaborating, and creating.",http://township.agency,Computer Software,1-100
,TrackVia,Denver,Colorado,TrackVia helps businesses rapidly digitize and streamline their critical operational workflows and field processes with low-code web and mobile applications.,https://www.trackvia.com/,Computer Software,100-500
,Trailguide Digital,Carmel,California,"Trailguide Digital is an Authorized Zoho Partner and Zoho Creator Certified Developer Professional specializing in custom application development through Zoho Creator, digital marketing through Zoho MarketingHub, and Zoho One implementation and integration.",https://trailguide.digital,Information Technology,1-100
,TrainingPeaks,Boulder,Colorado,"TrainingPeaks provides the complete web, mobile and desktop solution for enabling smart and effective endurance training.",https://www.trainingpeaks.com/,Computer Software,100-500
,Trakstar,Seattle,Washington,"Trakstar is an employee lifecycle platform that enables organizations to maximize their most valuable asset, their people.

Efficient workflows and data insights empower HR leaders to provide a best-in-class employee experience that starts before they even step foot in the door.

We connect hiring, performance, and learning so you can develop engaged and productive employees.",http://www.trakstar.com/,Recruitment/Staffing,1-100
,Transview Logistics,"Boulder, CO; Boise, ID","Colorado, Idaho",Transview Logistics specializes in build cloud based solutions for the trucking and steel warehouse industries.,http://transviewlogistics.com/index.html,Computer Software,1-100
,Travelers Haven,Denver,Colorado,"Founded in 2008, Travelers Haven is an on-demand, full-service housing firm that manages the entire short-term housing process. Travelers Haven is guided by the needs of its customers. Their outsourced solutions enable thousands of businesses and travelers across North America to save an average of 34% off corporate rates at thousands of properties in metropolitan and rural areas. Travelers Haven offers the industry’s lowest prices, unparalleled customer support, and a full suite of tools and features to inform and optimize every housing program.
",https://www.travelershaven.com/,Real Estate,100-500
,Traxxas,McKinney,Texas,"Traxxas is the world's premier designer and manufacturer of hobby-class, high-performance radio-controlled cars, trucks, and boats, utilizing both nitro and electric power. Our innovative, cutting-edge designs have captured the imagination of performance-hungry enthusiasts everywhere and helped us to become the leading manufacturer in the industry. Over 30 years of manufacturing the world's finest Ready-To-Race® models has taught us that they are much more than just fully assembled vehicles. Each is a total package that combines thoughtful engineering, good looks, quality features, and excellent customer and dealer support. Traxxas vehicles are about experiencing total performance and satisfaction, not just in the products, but also with the company that stands behind them.",http://www.traxxas.com,Sales,100-500
,Treehouse,Portland,Oregon,Our mission is to bring affordable technology education to people everywhere in order to help them achieve their dreams and change the world.,https://teamtreehouse.com/,"EdTech/Education, Internet",100-500
,Trimble (SketchUp),Sunnyvale,California,"Trimble is transforming the way the world works by delivering products and services that connect the physical and digital worlds. Core technologies in positioning, modeling, connectivity and data analytics enable customers to improve productivity, quality, safety and sustainability. From purpose built products to enterprise lifecycle solutions, Trimble software, hardware and services are transforming a broad range of industries such as agriculture, construction, geospatial and transportation and logistics.",https://www.sketchup.com/,Computer Software,2000+
,Trimble Transportation,Minnetonka,Minnesota,"Trimble Transportation provides fleets with solutions to create a fully integrated supply chain. With an intelligent ecosystem of products and services, Trimble Transportation enables customers to embrace the rapid technological evolution of the industry and connect all aspects of transportation and logistics — trucks, drivers, back office, freight and assets. Trimble Transportation delivers an open, scalable platform to help customers make more informed decisions and maximize performance, visibility and safety.",http://transportation.trimble.com/,Information Technology,500-2000
,TroutHouseTech,Arlington,Virginia,"We invest in underrepresented communities and tailor software training programs for those historically written off by college, coding bootcamps, and society

We help founders build their product, product teams, and a self-sufficient training program. This training program is tailored towards those who don't believe they belong due to their diverse background.",https://www.trouthousetech.com,EdTech/Education,1-100
,TrueCoach by Xplor,Boulder,Colorado,"The #1 online coaching platform trusted by over 20,000 coaches and gym owners in over 100 countries.",https://www.truecoach.co,Medtech/Healthcare,1-100
,TrustedQA,Reston,Virginia,"Since 1988, TrustedQA’s mission has been to help our customers build and deliver quality software more efficiently, effectively, and securely. 
Quality Software is not just nice to have but a necessity across both the Public and Private sectors. Whether it's delivered to combatants or the general public, the most customer-facing aspect for most businesses is Software. Ensuring this Software runs functionally across any number of users and withstands efforts to breach is our utmost focus. This allows our customers to focus on Business needs while having the peace of mind that their systems are running as defined.

TrustedQA has a culture of innovation where our employees can make a difference and are rewarded for their contributions. We are looking for the best and brightest people for long-term consulting and full-time employment opportunities. Like-minded, dynamic individuals are encouraged to apply.",http://www.TrustedQA.com,Consultancy,1-100
,Tuft & Needle,Phoenix,Arizona,Mattress purchasing app,https://www.tuftandneedle.com/,Retail,100-500
,Turbine Labs,Greenwood Village,Colorado,"Turbine Labs AI-powered platform gives senior leaders in private, public, and non-profit organizations the intelligence they need to transform the speed, quality, and impact of their decisions.",http://www.turbinelabs.com,Computer Software,1-100
,Turing School of Software & Design,Denver,Colorado,"Turing School is a Denver based, seven month immersive program in front end and back end engineering.",Turing.edu,EdTech/Education,1-100
,Turvo Inc.,Sunnyvale,California,"Turvo is the world’s first multi-enterprise collaborative platform specifically designed for the global supply chain. The Turvo platform connects people and organizations across the supply chain, allowing shippers, logistics providers and carriers to digitally transform their workflows with cloud-based software and mobile applications. The technology unifies all systems, internal and external, providing one end-to-end system of record set for all operations and analytics, while eliminating redundant manual tasks and automating business processes. Turvo customers include some of the world’s largest, fortune 500 logistics service providers, fast growth shippers and many brokers large and small all rely on Turvo. Turvo is based in the San Francisco Bay Area with offices in Dallas, Texas, and Hyderabad, India.",https://www.turvo.com,Supply Chain/Logistics,100-500
,Twilio SendGrid,Denver,Colorado,SendGrid customer communication platform for transactional and marketing email.,https://sendgrid.com/,Marketing/Advertising,1-100
,Twitter,"San Francisco, CA; Boulder, CO",California,"Twitter is an American online news and social networking service on which users post and interact with messages known as ""tweets"".",https://twitter.com/,Internet,2000+
,Ubisense,"Denver, CO; International",Colorado,"Ubisense has one goal: to revolutionise the world’s ability to locate, connect and manage industrial processes, making them more productive, flexible, profitable and safe.",https://www.ubisense.net/,Computer Software,100-500
,UiPath (formerly Cloud Elements),New York,New York,"We are UiPath and we believe in using the transformative power of automation to liberate the boundless potential of people. A world with a robot for every person is our goal.

We’re dedicated to delivering the Fully Automated Enterprise™, one where companies use automation to unlock unlimited growth opportunities. 

UiPath offers an end-to-end platform for automation, combining the leading Robotic Process Automation (RPA) solution with a full suite of capabilities and techs like AI, Process Mining, and Cloud to enable every organization to rapidly scale digital business operations.

We encourage the best minds to contribute and create the next leap in RPA. Developers of all ranks are building upon the UiPath Community Edition, and to support this growing pool of talent, we brought UiPath Academy to the world as the first open online training and certification platform dedicated to RPA users.",http://www.uipath.com/,Computer Software,100-500
,Ultra/Mint Mobile,Costa Mesa,California,"We provide smarter wireless service, whether customers call across the nation or across the globe. We are a telecom company with tech sensibilities, always iterating on our latest achievements to make better products, provide better service and better customer experience. We’re a team of motivated, passionate, and creative people working towards the common goal of excellence while enjoying the process. 
",http://www.ultramobile.com,Telecommunications,100-500
,Unison,Sterling,Virgina,"We are Unison, a software, data and insights company empowering federal agencies, program offices, and government contractors throughout their contracting and financial assistance processes. Because we work closely with an unrivaled number of leading agencies and prime contractors, we very quickly and clearly see patterns vitally important to our clients. Unison’s software suites turn AI, bot, and NLP technologies into applied innovation—solving real business problems and creating big opportunities for our clients.",https://www.unisonglobal.com,Computer Software,100-500
,Univers Tech,Fort Lauderdale,Florida,We are a highly focused and visionary group of engineers and scientists located in South Florida dedicated and eager to build the next generation of commercial technology.,http://www.universtech.com,Information Technology,1-100
,Universal Avenue,Gothenburg,Sweden,"Universal Avenue digitalizes small and medium-sized businesses (SMBs). Since 2014, we have gained the trust of more than 25,000 local business owners to supply them with the solutions they need to grow and compete.",https://www.universalavenue.com/,Computer Software,1-100
,University of Virginia,Charlottesville,Virginia,University,http://www.virginia.edu/,EdTech/Education,2000+
,Uplight,"Boulder, CO; Denver, CO",Colorado,"Uplight provides software and services to more than 75 of the world’s leading electric and gas utilities, with the mission of motivating and enabling energy users and providers to accelerate the clean energy ecosystem.",http://www.uplight.com,GreenTech,100-500
,Upstatement,New York,New York,"Upstatement specializes in focused digital experiences and brands. We're proud to have assembled a curious, talented, and versatile team of experts, and we're empowered by our editorial mindset and our flexible process designed to maximize creativity. People most often call us when they're in search of a team that can deliver both strategy and product. We work closely with our clients to develop a custom strategy and a process that makes sense. Then, together, we build, test, and repeat.",http://www.upstatement.com,Design,1-100
,USAA,San Antonio,Texas,"At USAA, our mission is more than just words – it’s the reason we do what we do. Our goal is to be the military community’s provider of choice for insurance, banking, financial products and advice.

Take a look back at our history and you’ll see a strong track record of providing members with the highest level of care and support. And we’re proud to continue helping them achieve better financial futures.

It’s that kind of dedication that’s helped us grow to more than 35,000 employees. Share our passion for serving those who serve? Whether you’re connected to the military or not, we’re always looking for talented individuals to join our team.",http://www.usaajobs.com,FinTech/Finance,2000+
,Vanguard,Valley Forge,Pennsylvania,"We are a community of 30 million who think – and feel – differently about investing.  Together, we’re changing the way the world invests.
Since our founding in 1975, helping our investors achieve their goals is our sole reason for existence. With no other parties to answer to and therefore no conflicting loyalties, we make every decision—like keeping investing costs as low as possible—with only your needs in mind.

Vanguard is one of the world's largest investment companies, offering a large selection of high-quality low-cost mutual funds, ETFs, advice, and related services. Individual and institutional investors, financial professionals, and plan sponsors can benefit from the size, stability, and experience Vanguard offers. As of April 30, 2019, we managed more than $5.6 trillion in global assets. In addition, we have 189 funds in the United States and 225 funds in global markets.",http://www.vanguard.com/,FinTech/Finance,2000+
,Venn Technology,Grapevine,Texas,"By working with Venn, you’ll eliminate manual processes, make siloed information accessible, and enable organization-wide real-time sharing of information to keep every department and customer in the loop, up to date, and on the same page.",https://venntechnology.com,Consultancy,1-100
,Venture Solutions,Arden Hills,Minnesota,"Venture Solutions brings efficiency to an increasingly complex industry. For more than 50 years, Venture Solutions has focused specifically on the unique requirements of customer communications delivery. Many of the nation’s leading consumer brands from financial services to healthcare and more entrust their most sensitive customer data to Venture Solutions. We continuously invest in industry-leading talent and technology to deliver print and digital communications with absolute security and control.

",http://www.venturesolutions.com/,Information Technology,100-500
,Veritone,Costa Mesa,California,"Veritone (Nasdaq: VERI) is a leading provider of artificial intelligence (AI) technology and solutions. The company’s proprietary operating system, aiWARE™, orchestrates an expanding ecosystem of machine learning models to transform audio, video and other data sources into actionable intelligence. aiWARE can be deployed in a number of environments and configurations to meet customers’ needs. Its open architecture enables customers in the media and entertainment, legal and compliance, and government sectors to easily deploy applications that leverage the power of AI to dramatically improve operational efficiency and effectiveness. Veritone is headquartered in Costa Mesa, California with over 300 employees, and has offices in Denver, London, New York, and San Diego. To learn more, visit our website!",http://www.veritone.com,Information Technology,100-500
,Verizon,New York,New York,"Cellco Partnership, doing business as Verizon Wireless, is an American telecommunications company which offers wireless products and services.",https://www.verizonwireless.com/,Telecommunications,2000+
,Via TRM,Boulder,Colorado,Next generation software for education abroad. We offer user-friendly Traveler Relationship Management software and services for education abroad professionals.,http://www.via-trm.com,Information Technology,1-100
,VidMob,New York,New York,"VidMob is the world's leading platform for Intelligent Creative. We provide an end-to-end technology solution for all of a brand’s creative needs. It is an integrated platform combining AI-powered creative analytics with a production workflow system connected to a global network of expert creators. VidMob’s platform dramatically improves ad campaign ROI through actionable creative insights, faster creative turnaround, better performing ads and streamlined workflow.",http://www.vidmob.com,Computer Software,100-500
,Viget,Boulder,Colorado,"We are designers, engineers, and strategists. A team with a unique mix of skills knit together by our client-focused process, honed by decades of experience, that delivers real results, every time.",https://www.viget.com/,Internet,100-500
,VistaPrint,Waltham,Massachusetts,"Vista is the design and marketing partner to millions of small businesses around the world. As a global, remote-first company, Vista has a growing footprint with team members working in more than 17 countries.  For over 20 years we’ve been inspired by small businesses and we work incessantly to deliver solutions to their evolving needs. Together, VistaCreate, 99designs by Vista and VistaPrint represent a full-service design, digital and print solution, elevating small businesses’ presence in physical and digital spaces and powering them to achieve success.",http://www.vistaprint.com,Publishing,2000+
